,GWO,AO,ARO,BBO
388,22786.93557466383,22835.141027175283,22788.34669017914,22793.87502535595
389,22786.93557466383,22835.141027175283,22788.34669017914,22793.87502535595
390,22786.93557466383,22835.141027175283,22788.34669017914,22793.87502535595
391,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
392,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
393,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
394,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
395,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
396,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
397,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
398,22786.93557466383,22835.141027175283,22787.645456965638,22793.87502535595
399,22786.93557466383,22835.141027175283,22787.645456965638,22787.05280761011
400,22786.93557466383,22809.97814541097,22787.645456965638,22787.05280761011
401,22786.93557466383,22809.97814541097,22787.645456965638,22787.05280761011
402,22786.93557466383,22809.97814541097,22787.645456965638,22787.05280761011
403,22786.93557466383,22809.97814541097,22787.645456965638,22787.05280761011
404,22786.93557466383,22809.97814541097,22787.645456965638,22787.05280761011
405,22786.93557466383,22790.674712622917,22787.645456965638,22787.05280761011
406,22786.93557466383,22790.674712622917,22787.645456965638,22787.05280761011
407,22786.93557466383,22790.674712622917,22787.645456965638,22787.05280761011
